Value,age,id,group,cluster,word,SSP,word_type,position,word_freq,cluster_freq,word_length,cluster_length,Reading.time
министр,36,3192c36416fdf3bd23bbaccfb9a771b7,A,стр,министр,nSSP,word,end,154.1,249.6,7,3,480
холст,36,3192c36416fdf3bd23bbaccfb9a771b7,A,лст,холст,SSP,word,end,8.9,8.9,5,3,341
жезл,36,3192c36416fdf3bd23bbaccfb9a771b7,A,зл,жезл,nSSP,word,end,3.5,3.5,4,2,420
штраф,36,3192c36416fdf3bd23bbaccfb9a771b7,A,штр,штраф,SSP,word,start,32.3,51.1,5,3,546
куча,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,куча,filler,word,filler,40.4,None,4,None,392
волк,36,3192c36416fdf3bd23bbaccfb9a771b7,A,лк,волк,SSP,word,end,36.1,133,4,2,442
блеск,36,3192c36416fdf3bd23bbaccfb9a771b7,A,ск,блеск,SSP,word,end,29.7,568.9,5,2,319
болезнь,36,3192c36416fdf3bd23bbaccfb9a771b7,A,знь,болезнь,nSSP,word,end,109.6,1548.5,7,2,360
смысл,36,3192c36416fdf3bd23bbaccfb9a771b7,A,сл,смысл,nSSP,word,end,294.6,294.6,5,2,343
слайд,36,3192c36416fdf3bd23bbaccfb9a771b7,A,сл,слайд,SSP,word,start,1.7,6393,5,2,356
двойник,36,3192c36416fdf3bd23bbaccfb9a771b7,A,дв,двойник,SSP,word,start,8,3166,7,2,371
герб,36,3192c36416fdf3bd23bbaccfb9a771b7,A,рб,герб,SSP,word,end,7.7,56.1,4,2,361
степь,36,3192c36416fdf3bd23bbaccfb9a771b7,A,ст,степь,SSP,word,start,29.6,9964.8,5,2,352
песнь,36,3192c36416fdf3bd23bbaccfb9a771b7,A,снь,песнь,nSSP,word,end,18.7,18.7,5,2,357
ашомп,36,3192c36416fdf3bd23bbaccfb9a771b7,A,мп,ашомп,SSP,pseudoword,end,None,63.1,4,2,428
нораха,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,нораха,filler,pseudoword,filler,None,None,6,None,948
уфилст,36,3192c36416fdf3bd23bbaccfb9a771b7,A,лст,уфилст,SSP,pseudoword,end,None,8.9,5,3,482
язнь,36,3192c36416fdf3bd23bbaccfb9a771b7,A,знь,язнь,nSSP,pseudoword,end,None,1548.5,7,2,397
мгнинул,36,3192c36416fdf3bd23bbaccfb9a771b7,A,мгл,мгнинул,nSSP,pseudoword,start,None,9.1,4,3,367
вущавль,36,3192c36416fdf3bd23bbaccfb9a771b7,A,вль,вущавль,nSSP,pseudoword,end,None,5.2,7,2,383
шокесл,36,3192c36416fdf3bd23bbaccfb9a771b7,A,сл,шокесл,nSSP,pseudoword,end,None,294.6,5,2,325
ликостр,36,3192c36416fdf3bd23bbaccfb9a771b7,A,стр,ликостр,nSSP,pseudoword,end,None,249.6,7,3,343
вирб,36,3192c36416fdf3bd23bbaccfb9a771b7,A,рб,вирб,SSP,pseudoword,end,None,56.1,4,2,403
якузн,36,3192c36416fdf3bd23bbaccfb9a771b7,A,зн,якузн,nSSP,pseudoword,end,None,13.2,7,2,430
льгысет,36,3192c36416fdf3bd23bbaccfb9a771b7,A,льг,льгысет,nSSP,pseudoword,start,None,38.6,6,2,755
штран,36,3192c36416fdf3bd23bbaccfb9a771b7,A,штр,штран,SSP,pseudoword,start,None,51.1,5,3,331
мздырмыг,36,3192c36416fdf3bd23bbaccfb9a771b7,A,мзд,мздырмыг,nSSP,pseudoword,start,None,2.7,4,3,433
кусоратуз,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,кусоратуз,filler,pseudoword,filler,None,None,9,None,347
восхолк,36,3192c36416fdf3bd23bbaccfb9a771b7,A,лк,восхолк,SSP,pseudoword,end,None,133,4,2,344
герищав,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,герищав,filler,pseudoword,filler,None,None,7,None,398
цвоп,36,3192c36416fdf3bd23bbaccfb9a771b7,A,цв,цвоп,SSP,pseudoword,start,None,369.3,6,2,384
стаху,36,3192c36416fdf3bd23bbaccfb9a771b7,A,ст,стаху,SSP,pseudoword,start,None,9964.8,5,2,402
носудр,36,3192c36416fdf3bd23bbaccfb9a771b7,A,др,носудр,nSSP,pseudoword,end,None,73.4,4,2,387
хущаск,36,3192c36416fdf3bd23bbaccfb9a771b7,A,ск,хущаск,SSP,pseudoword,end,None,568.9,5,2,9764
мщикус,36,3192c36416fdf3bd23bbaccfb9a771b7,A,мщ,мщикус,nSSP,pseudoword,start,None,1.2,6,2,406
нокортс,36,3192c36416fdf3bd23bbaccfb9a771b7,A,ртс,нокортс,SSP,pseudoword,end,None,0.4,5,3,339
слаш,36,3192c36416fdf3bd23bbaccfb9a771b7,A,сл,слаш,SSP,pseudoword,start,None,6393,5,2,368
ниял,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,ниял,filler,pseudoword,filler,None,None,4,None,468
физл,36,3192c36416fdf3bd23bbaccfb9a771b7,A,зл,физл,nSSP,pseudoword,end,None,3.5,4,2,383
вихатор,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,вихатор,filler,pseudoword,filler,None,None,7,None,617
двурь,36,3192c36416fdf3bd23bbaccfb9a771b7,A,дв,двурь,SSP,pseudoword,start,None,3166,7,2,457
кулоктр,36,3192c36416fdf3bd23bbaccfb9a771b7,A,ктр,кулоктр,nSSP,pseudoword,end,None,27,6,3,315
нощага,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,нощага,filler,pseudoword,filler,None,None,6,None,370
косторг,36,3192c36416fdf3bd23bbaccfb9a771b7,A,рг,косторг,SSP,pseudoword,end,None,158,6,2,9567
щавила,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,щавила,filler,pseudoword,filler,None,None,6,None,402
шанавр,36,3192c36416fdf3bd23bbaccfb9a771b7,A,вр,шанавр,nSSP,pseudoword,end,None,43.2,8,2,612
люфизм,36,3192c36416fdf3bd23bbaccfb9a771b7,A,зм,люфизм,nSSP,pseudoword,end,None,725.1,8,2,383
глен,36,3192c36416fdf3bd23bbaccfb9a771b7,A,гл,глен,SSP,pseudoword,start,None,2880.4,4,2,591
мгнус,36,3192c36416fdf3bd23bbaccfb9a771b7,A,мгн,мгнус,nSSP,pseudoword,start,None,113.6,9,3,480
щуснь,36,3192c36416fdf3bd23bbaccfb9a771b7,A,снь,щуснь,nSSP,pseudoword,end,None,18.7,5,2,511
хлыст,33,2260812ad9ae6329fad58a9ddd852534,B,ст,хлыст,SSP,word,end,2.8,2163.2,5,2,770
город,33,2260812ad9ae6329fad58a9ddd852534,B,None,город,filler,word,filler,573.4,None,5,None,379
абсурд,33,2260812ad9ae6329fad58a9ddd852534,B,рд,абсурд,SSP,word,end,9.1,132.5,6,2,325
табурет,33,2260812ad9ae6329fad58a9ddd852534,B,None,табурет,filler,word,filler,7.3,None,7,None,299
ансамбль,33,2260812ad9ae6329fad58a9ddd852534,B,мбль,ансамбль,nSSP,word,end,21.7,21.7,8,3,234
носок,33,2260812ad9ae6329fad58a9ddd852534,B,None,носок,filler,word,filler,25.2,None,5,None,237
вихрь,33,2260812ad9ae6329fad58a9ddd852534,B,хрь,вихрь,nSSP,word,end,9.7,9.7,5,2,298
корова,33,2260812ad9ae6329fad58a9ddd852534,B,None,корова,filler,word,filler,44.8,None,6,None,523
мотоцикл,33,2260812ad9ae6329fad58a9ddd852534,B,кл,мотоцикл,nSSP,word,end,18.4,69.5,8,2,210
склон,33,2260812ad9ae6329fad58a9ddd852534,B,скл,склон,SSP,word,start,26.3,262.9,5,3,225
тигр,33,2260812ad9ae6329fad58a9ddd852534,B,гр,тигр,nSSP,word,end,15.2,29.7,4,2,401
трагедия,33,2260812ad9ae6329fad58a9ddd852534,B,тр,трагедия,SSP,word,start,45.7,4601.6,8,2,267
порошок,33,2260812ad9ae6329fad58a9ddd852534,B,None,порошок,filler,word,filler,16.8,None,7,None,318
ствол,33,2260812ad9ae6329fad58a9ddd852534,B,ств,ствол,SSP,word,start,49.5,61.9,5,3,278
краб,33,2260812ad9ae6329fad58a9ddd852534,B,кр,краб,SSP,word,start,7.9,4723.9,4,2,262
центр,33,2260812ad9ae6329fad58a9ddd852534,B,нтр,центр,nSSP,word,end,265.9,281.5,5,3,232
право,33,2260812ad9ae6329fad58a9ddd852534,B,пр,право,SSP,word,start,461.4,36041.9,5,2,217
лжец,33,2260812ad9ae6329fad58a9ddd852534,B,лж,лжец,nSSP,word,start,1.9,10.1,4,2,233
егерь,33,2260812ad9ae6329fad58a9ddd852534,B,None,егерь,filler,word,filler,3.7,None,5,None,251
вратарь,33,2260812ad9ae6329fad58a9ddd852534,B,вр,вратарь,SSP,word,start,4.8,3016.4,7,2,225
мститель,33,2260812ad9ae6329fad58a9ddd852534,B,мст,мститель,nSSP,word,start,1.9,15.9,8,3,226
рванина,33,2260812ad9ae6329fad58a9ddd852534,B,рв,рванина,nSSP,word,start,0.4,100.9,7,2,198
льстец,33,2260812ad9ae6329fad58a9ddd852534,B,льст,льстец,nSSP,word,start,0.7,6.7,6,3,239
ржавчина,33,2260812ad9ae6329fad58a9ddd852534,B,рж,ржавчина,nSSP,word,start,4.2,31.1,8,2,233
столб,33,2260812ad9ae6329fad58a9ddd852534,B,лб,столб,SSP,word,end,32.7,33.1,5,2,341
бассейн,33,2260812ad9ae6329fad58a9ddd852534,B,йн,бассейн,SSP,word,end,33.4,77.5,7,2,259
инфаркт,33,2260812ad9ae6329fad58a9ddd852534,B,ркт,инфаркт,SSP,word,end,11.6,11.6,7,3,231
шквал,33,2260812ad9ae6329fad58a9ddd852534,B,шкв,шквал,SSP,word,start,3.4,4.2,5,3,260
тембр,33,2260812ad9ae6329fad58a9ddd852534,B,мбр,тембр,nSSP,word,end,3.4,3.4,5,3,241
цилиндр,33,2260812ad9ae6329fad58a9ddd852534,B,ндр,цилиндр,nSSP,word,end,12.5,16.6,7,3,266
поезд,33,2260812ad9ae6329fad58a9ddd852534,B,зд,поезд,SSP,word,end,93.3,363.2,5,2,274
триумф,33,2260812ad9ae6329fad58a9ddd852534,B,мф,триумф,SSP,word,end,9.3,9.3,6,2,235
дыня,33,2260812ad9ae6329fad58a9ddd852534,B,None,дыня,filler,word,filler,4.1,None,4,None,276
спектакль,33,2260812ad9ae6329fad58a9ddd852534,B,кль,спектакль,nSSP,word,end,164.7,178,9,2,236
рубль,33,2260812ad9ae6329fad58a9ddd852534,B,бль,рубль,nSSP,word,end,296.4,416.2,5,2,216
театр,33,2260812ad9ae6329fad58a9ddd852534,B,тр,театр,nSSP,word,end,305.3,792,5,2,232
ртуть,33,2260812ad9ae6329fad58a9ddd852534,B,рт,ртуть,nSSP,word,start,3.7,7.9,5,2,274
скунс,33,2260812ad9ae6329fad58a9ddd852534,B,нс,скунс,SSP,word,end,0.5,179.5,5,2,251
сигузд,33,2260812ad9ae6329fad58a9ddd852534,B,зд,сигузд,SSP,pseudoword,end,None,363.2,5,2,277
шейун,33,2260812ad9ae6329fad58a9ddd852534,B,None,шейун,filler,pseudoword,filler,None,None,5,None,268
щутонс,33,2260812ad9ae6329fad58a9ddd852534,B,нс,щутонс,SSP,pseudoword,end,None,179.5,5,2,314
жакл,33,2260812ad9ae6329fad58a9ddd852534,B,кл,жакл,nSSP,pseudoword,end,None,69.5,8,2,321
инихрь,33,2260812ad9ae6329fad58a9ddd852534,B,хрь,инихрь,nSSP,pseudoword,end,None,9.7,5,2,285
вудалб,33,2260812ad9ae6329fad58a9ddd852534,B,лб,вудалб,SSP,pseudoword,end,None,33.1,5,2,283
мстунит,33,2260812ad9ae6329fad58a9ddd852534,B,мст,мстунит,nSSP,pseudoword,start,None,15.9,8,3,360
крак,33,2260812ad9ae6329fad58a9ddd852534,B,кр,крак,SSP,pseudoword,start,None,4723.9,4,2,363
ржыр,33,2260812ad9ae6329fad58a9ddd852534,B,рж,ржыр,nSSP,pseudoword,start,None,31.1,8,2,302
гощара,33,2260812ad9ae6329fad58a9ddd852534,B,None,гощара,filler,pseudoword,filler,None,None,6,None,311
югост,33,2260812ad9ae6329fad58a9ddd852534,B,ст,югост,SSP,pseudoword,end,None,2163.2,5,2,233
визун,33,2260812ad9ae6329fad58a9ddd852534,B,None,визун,filler,pseudoword,filler,None,None,5,None,281
льстыр,33,2260812ad9ae6329fad58a9ddd852534,B,льст,льстыр,nSSP,pseudoword,start,None,6.7,6,3,306
поратух,33,2260812ad9ae6329fad58a9ddd852534,B,None,поратух,filler,pseudoword,filler,None,None,7,None,373
кузетр,33,2260812ad9ae6329fad58a9ddd852534,B,тр,кузетр,nSSP,pseudoword,end,None,792,5,2,330
склус,33,2260812ad9ae6329fad58a9ddd852534,B,скл,склус,SSP,pseudoword,start,None,262.9,5,3,310
торибль,33,2260812ad9ae6329fad58a9ddd852534,B,бль,торибль,nSSP,pseudoword,end,None,416.2,5,2,296
врамус,33,2260812ad9ae6329fad58a9ddd852534,B,вр,врамус,SSP,pseudoword,start,None,3016.4,7,2,298
шомбр,33,2260812ad9ae6329fad58a9ddd852534,B,мбр,шомбр,nSSP,pseudoword,end,None,3.4,5,3,331
зовамф,33,2260812ad9ae6329fad58a9ddd852534,B,мф,зовамф,SSP,pseudoword,end,None,9.3,6,2,331
лурян,33,2260812ad9ae6329fad58a9ddd852534,B,None,лурян,filler,pseudoword,filler,None,None,5,None,296
рвыкут,33,2260812ad9ae6329fad58a9ddd852534,B,рв,рвыкут,nSSP,pseudoword,start,None,100.9,7,2,288
анакондр,33,2260812ad9ae6329fad58a9ddd852534,B,ндр,анакондр,nSSP,pseudoword,end,None,16.6,7,3,248
шквурм,33,2260812ad9ae6329fad58a9ddd852534,B,шкв,шквурм,SSP,pseudoword,start,None,4.2,5,3,272
фофард,33,2260812ad9ae6329fad58a9ddd852534,B,рд,фофард,SSP,pseudoword,end,None,132.5,6,2,271
прен,33,2260812ad9ae6329fad58a9ddd852534,B,пр,прен,SSP,pseudoword,start,None,36041.9,5,2,238
фунтр,33,2260812ad9ae6329fad58a9ddd852534,B,нтр,фунтр,nSSP,pseudoword,end,None,281.5,5,3,292
нокейн,33,2260812ad9ae6329fad58a9ddd852534,B,йн,нокейн,SSP,pseudoword,end,None,77.5,7,2,250
коромбль,33,2260812ad9ae6329fad58a9ddd852534,B,мбль,коромбль,nSSP,pseudoword,end,None,21.7,8,3,267
моркт,33,2260812ad9ae6329fad58a9ddd852534,B,ркт,моркт,SSP,pseudoword,end,None,11.6,7,3,268
вигокль,33,2260812ad9ae6329fad58a9ddd852534,B,кль,вигокль,nSSP,pseudoword,end,None,178,9,2,264
кугора,33,2260812ad9ae6329fad58a9ddd852534,B,None,кугора,filler,pseudoword,filler,None,None,6,None,275
трацеп,33,2260812ad9ae6329fad58a9ddd852534,B,тр,трацеп,SSP,pseudoword,start,None,4601.6,8,2,300
ипогр,33,2260812ad9ae6329fad58a9ddd852534,B,гр,ипогр,nSSP,pseudoword,end,None,29.7,4,2,273
ствонет,33,2260812ad9ae6329fad58a9ddd852534,B,ств,ствонет,SSP,pseudoword,start,None,61.9,5,3,286
ртос,33,2260812ad9ae6329fad58a9ddd852534,B,рт,ртос,nSSP,pseudoword,start,None,7.9,5,2,326
темп,44,081987973ecdf09ce961ddeae0658bad,A,мп,темп,SSP,word,end,49,63.1,4,2,1527
блеск,44,081987973ecdf09ce961ddeae0658bad,A,ск,блеск,SSP,word,end,29.7,568.9,5,2,1152
песнь,44,081987973ecdf09ce961ddeae0658bad,A,снь,песнь,nSSP,word,end,18.7,18.7,5,2,1920
слайд,44,081987973ecdf09ce961ddeae0658bad,A,сл,слайд,SSP,word,start,1.7,6393,5,2,1017
волк,44,081987973ecdf09ce961ddeae0658bad,A,лк,волк,SSP,word,end,36.1,133,4,2,849
куча,44,081987973ecdf09ce961ddeae0658bad,A,None,куча,filler,word,filler,40.4,None,4,None,1200
болезнь,44,081987973ecdf09ce961ddeae0658bad,A,знь,болезнь,nSSP,word,end,109.6,1548.5,7,2,1000
сторож,44,081987973ecdf09ce961ddeae0658bad,A,None,сторож,filler,word,filler,14.4,None,6,None,1399
смысл,44,081987973ecdf09ce961ddeae0658bad,A,сл,смысл,nSSP,word,end,294.6,294.6,5,2,824
кот,44,081987973ecdf09ce961ddeae0658bad,A,None,кот,filler,word,filler,40.3,None,3,None,1256
соблазн,44,081987973ecdf09ce961ddeae0658bad,A,зн,соблазн,nSSP,word,end,13.2,13.2,7,2,1264
журавль,44,081987973ecdf09ce961ddeae0658bad,A,вль,журавль,nSSP,word,end,5.2,5.2,7,2,1095
рыба,44,081987973ecdf09ce961ddeae0658bad,A,None,рыба,filler,word,filler,86,None,4,None,927
глаз,44,081987973ecdf09ce961ddeae0658bad,A,гл,глаз,SSP,word,start,857.6,2880.4,4,2,783
двойник,44,081987973ecdf09ce961ddeae0658bad,A,дв,двойник,SSP,word,start,8,3166,7,2,1400
пакет,44,081987973ecdf09ce961ddeae0658bad,A,None,пакет,filler,word,filler,65.8,None,5,None,1488
обед,44,081987973ecdf09ce961ddeae0658bad,A,None,обед,filler,word,filler,69.7,None,4,None,1159
велосипед,44,081987973ecdf09ce961ddeae0658bad,A,None,велосипед,filler,word,filler,23.1,None,9,None,945
организм,44,081987973ecdf09ce961ddeae0658bad,A,зм,организм,nSSP,word,end,80.6,725.1,8,2,1735
льдина,44,081987973ecdf09ce961ddeae0658bad,A,льд,льдина,nSSP,word,start,6.1,8.6,6,2,1064
кедр,44,081987973ecdf09ce961ddeae0658bad,A,др,кедр,nSSP,word,end,6.1,73.4,4,2,1048
герб,44,081987973ecdf09ce961ddeae0658bad,A,рб,герб,SSP,word,end,7.7,56.1,4,2,791
мгла,44,081987973ecdf09ce961ddeae0658bad,A,мгл,мгла,nSSP,word,start,8.1,9.1,4,3,968
штраф,44,081987973ecdf09ce961ddeae0658bad,A,штр,штраф,SSP,word,start,32.3,51.1,5,3,1056
дартс,44,081987973ecdf09ce961ddeae0658bad,A,ртс,дартс,SSP,word,end,0.4,0.4,5,3,1098
спектр,44,081987973ecdf09ce961ddeae0658bad,A,ктр,спектр,nSSP,word,end,27,27,6,3,1032
льгота,44,081987973ecdf09ce961ddeae0658bad,A,льг,льгота,nSSP,word,start,28.8,38.6,6,2,864
холст,44,081987973ecdf09ce961ddeae0658bad,A,лст,холст,SSP,word,end,8.9,8.9,5,3,936
мгновение,44,081987973ecdf09ce961ddeae0658bad,A,мгн,мгновение,nSSP,word,start,55.1,113.6,9,3,1000
министр,44,081987973ecdf09ce961ddeae0658bad,A,стр,министр,nSSP,word,end,154.1,249.6,7,3,1304
киборг,44,081987973ecdf09ce961ddeae0658bad,A,рг,киборг,SSP,word,end,0.6,158,6,2,1288
цветок,44,081987973ecdf09ce961ddeae0658bad,A,цв,цветок,SSP,word,start,92.4,369.3,6,2,816
динозавр,44,081987973ecdf09ce961ddeae0658bad,A,вр,динозавр,nSSP,word,end,3.1,43.2,8,2,800
мзда,44,081987973ecdf09ce961ddeae0658bad,A,мзд,мзда,nSSP,word,start,1.5,2.7,4,3,1792
мщение,44,081987973ecdf09ce961ddeae0658bad,A,мщ,мщение,nSSP,word,start,1.2,1.2,6,2,1136
степь,44,081987973ecdf09ce961ddeae0658bad,A,ст,степь,SSP,word,start,29.6,9964.8,5,2,704
жезл,44,081987973ecdf09ce961ddeae0658bad,A,зл,жезл,nSSP,word,end,3.5,3.5,4,2,856
герищав,44,081987973ecdf09ce961ddeae0658bad,A,None,герищав,filler,pseudoword,filler,None,None,7,None,3848
щавила,44,081987973ecdf09ce961ddeae0658bad,A,None,щавила,filler,pseudoword,filler,None,None,6,None,4023
глен,44,081987973ecdf09ce961ddeae0658bad,A,гл,глен,SSP,pseudoword,start,None,2880.4,4,2,1000
язнь,44,081987973ecdf09ce961ddeae0658bad,A,знь,язнь,nSSP,pseudoword,end,None,1548.5,7,2,1471
косторг,44,081987973ecdf09ce961ddeae0658bad,A,рг,косторг,SSP,pseudoword,end,None,158,6,2,2437
ашомп,44,081987973ecdf09ce961ddeae0658bad,A,мп,ашомп,SSP,pseudoword,end,None,63.1,4,2,3360
нощага,44,081987973ecdf09ce961ddeae0658bad,A,None,нощага,filler,pseudoword,filler,None,None,6,None,1752
мгнус,44,081987973ecdf09ce961ddeae0658bad,A,мгн,мгнус,nSSP,pseudoword,start,None,113.6,9,3,2264
ниял,44,081987973ecdf09ce961ddeae0658bad,A,None,ниял,filler,pseudoword,filler,None,None,4,None,1600
восхолк,44,081987973ecdf09ce961ddeae0658bad,A,лк,восхолк,SSP,pseudoword,end,None,133,4,2,1704
вирб,44,081987973ecdf09ce961ddeae0658bad,A,рб,вирб,SSP,pseudoword,end,None,56.1,4,2,936
шанавр,44,081987973ecdf09ce961ddeae0658bad,A,вр,шанавр,nSSP,pseudoword,end,None,43.2,8,2,1368
якузн,44,081987973ecdf09ce961ddeae0658bad,A,зн,якузн,nSSP,pseudoword,end,None,13.2,7,2,1816
цвоп,44,081987973ecdf09ce961ddeae0658bad,A,цв,цвоп,SSP,pseudoword,start,None,369.3,6,2,1008
щуснь,44,081987973ecdf09ce961ddeae0658bad,A,снь,щуснь,nSSP,pseudoword,end,None,18.7,5,2,2160
вихатор,44,081987973ecdf09ce961ddeae0658bad,A,None,вихатор,filler,pseudoword,filler,None,None,7,None,1296
ликостр,44,081987973ecdf09ce961ddeae0658bad,A,стр,ликостр,nSSP,pseudoword,end,None,249.6,7,3,1296
шокесл,44,081987973ecdf09ce961ddeae0658bad,A,сл,шокесл,nSSP,pseudoword,end,None,294.6,5,2,2032
двурь,44,081987973ecdf09ce961ddeae0658bad,A,дв,двурь,SSP,pseudoword,start,None,3166,7,2,472
стаху,44,081987973ecdf09ce961ddeae0658bad,A,ст,стаху,SSP,pseudoword,start,None,9964.8,5,2,928
мгнинул,44,081987973ecdf09ce961ddeae0658bad,A,мгл,мгнинул,nSSP,pseudoword,start,None,9.1,4,3,2057
люфизм,44,081987973ecdf09ce961ddeae0658bad,A,зм,люфизм,nSSP,pseudoword,end,None,725.1,8,2,1225
слаш,44,081987973ecdf09ce961ddeae0658bad,A,сл,слаш,SSP,pseudoword,start,None,6393,5,2,1000
уфилст,44,081987973ecdf09ce961ddeae0658bad,A,лст,уфилст,SSP,pseudoword,end,None,8.9,5,3,1200
хущаск,44,081987973ecdf09ce961ddeae0658bad,A,ск,хущаск,SSP,pseudoword,end,None,568.9,5,2,1536
вущавль,44,081987973ecdf09ce961ddeae0658bad,A,вль,вущавль,nSSP,pseudoword,end,None,5.2,7,2,1769
нораха,44,081987973ecdf09ce961ddeae0658bad,A,None,нораха,filler,pseudoword,filler,None,None,6,None,1688
кусоратуз,44,081987973ecdf09ce961ddeae0658bad,A,None,кусоратуз,filler,pseudoword,filler,None,None,9,None,1872
штран,44,081987973ecdf09ce961ddeae0658bad,A,штр,штран,SSP,pseudoword,start,None,51.1,5,3,3384
мздырмыг,44,081987973ecdf09ce961ddeae0658bad,A,мзд,мздырмыг,nSSP,pseudoword,start,None,2.7,4,3,3320
кулоктр,44,081987973ecdf09ce961ddeae0658bad,A,ктр,кулоктр,nSSP,pseudoword,end,None,27,6,3,1776
мщикус,44,081987973ecdf09ce961ddeae0658bad,A,мщ,мщикус,nSSP,pseudoword,start,None,1.2,6,2,2080
нокортс,44,081987973ecdf09ce961ddeae0658bad,A,ртс,нокортс,SSP,pseudoword,end,None,0.4,5,3,1728
физл,44,081987973ecdf09ce961ddeae0658bad,A,зл,физл,nSSP,pseudoword,end,None,3.5,4,2,1032
льгысет,44,081987973ecdf09ce961ddeae0658bad,A,льг,льгысет,nSSP,pseudoword,start,None,38.6,6,2,2136
носудр,44,081987973ecdf09ce961ddeae0658bad,A,др,носудр,nSSP,pseudoword,end,None,73.4,4,2,1336
город,35,70c69d918193ed48cdae6a264e7f1a20,B,None,город,filler,word,filler,573.4,None,5,None,1200
вратарь,35,70c69d918193ed48cdae6a264e7f1a20,B,вр,вратарь,SSP,word,start,4.8,3016.4,7,2,2159
тембр,35,70c69d918193ed48cdae6a264e7f1a20,B,мбр,тембр,nSSP,word,end,3.4,3.4,5,3,935
мститель,35,70c69d918193ed48cdae6a264e7f1a20,B,мст,мститель,nSSP,word,start,1.9,15.9,8,3,1548
столб,35,70c69d918193ed48cdae6a264e7f1a20,B,лб,столб,SSP,word,end,32.7,33.1,5,2,591
спектакль,35,70c69d918193ed48cdae6a264e7f1a20,B,кль,спектакль,nSSP,word,end,164.7,178,9,2,559
табурет,35,70c69d918193ed48cdae6a264e7f1a20,B,None,табурет,filler,word,filler,7.3,None,7,None,455
ртуть,35,70c69d918193ed48cdae6a264e7f1a20,B,рт,ртуть,nSSP,word,start,3.7,7.9,5,2,441
склон,35,70c69d918193ed48cdae6a264e7f1a20,B,скл,склон,SSP,word,start,26.3,262.9,5,3,789
право,35,70c69d918193ed48cdae6a264e7f1a20,B,пр,право,SSP,word,start,461.4,36041.9,5,2,447
трагедия,35,70c69d918193ed48cdae6a264e7f1a20,B,тр,трагедия,SSP,word,start,45.7,4601.6,8,2,530
ржавчина,35,70c69d918193ed48cdae6a264e7f1a20,B,рж,ржавчина,nSSP,word,start,4.2,31.1,8,2,617
шквал,35,70c69d918193ed48cdae6a264e7f1a20,B,шкв,шквал,SSP,word,start,3.4,4.2,5,3,779
цилиндр,35,70c69d918193ed48cdae6a264e7f1a20,B,ндр,цилиндр,nSSP,word,end,12.5,16.6,7,3,486
льстец,35,70c69d918193ed48cdae6a264e7f1a20,B,льст,льстец,nSSP,word,start,0.7,6.7,6,3,1155
театр,35,70c69d918193ed48cdae6a264e7f1a20,B,тр,театр,nSSP,word,end,305.3,792,5,2,443
инфаркт,35,70c69d918193ed48cdae6a264e7f1a20,B,ркт,инфаркт,SSP,word,end,11.6,11.6,7,3,568
тигр,35,70c69d918193ed48cdae6a264e7f1a20,B,гр,тигр,nSSP,word,end,15.2,29.7,4,2,648
бассейн,35,70c69d918193ed48cdae6a264e7f1a20,B,йн,бассейн,SSP,word,end,33.4,77.5,7,2,553
ствол,35,70c69d918193ed48cdae6a264e7f1a20,B,ств,ствол,SSP,word,start,49.5,61.9,5,3,2805
вихрь,35,70c69d918193ed48cdae6a264e7f1a20,B,хрь,вихрь,nSSP,word,end,9.7,9.7,5,2,515
корова,35,70c69d918193ed48cdae6a264e7f1a20,B,None,корова,filler,word,filler,44.8,None,6,None,464
краб,35,70c69d918193ed48cdae6a264e7f1a20,B,кр,краб,SSP,word,start,7.9,4723.9,4,2,482
рубль,35,70c69d918193ed48cdae6a264e7f1a20,B,бль,рубль,nSSP,word,end,296.4,416.2,5,2,509
триумф,35,70c69d918193ed48cdae6a264e7f1a20,B,мф,триумф,SSP,word,end,9.3,9.3,6,2,506
лжец,35,70c69d918193ed48cdae6a264e7f1a20,B,лж,лжец,nSSP,word,start,1.9,10.1,4,2,722
егерь,35,70c69d918193ed48cdae6a264e7f1a20,B,None,егерь,filler,word,filler,3.7,None,5,None,458
дыня,35,70c69d918193ed48cdae6a264e7f1a20,B,None,дыня,filler,word,filler,4.1,None,4,None,647
рванина,35,70c69d918193ed48cdae6a264e7f1a20,B,рв,рванина,nSSP,word,start,0.4,100.9,7,2,481
порошок,35,70c69d918193ed48cdae6a264e7f1a20,B,None,порошок,filler,word,filler,16.8,None,7,None,1043
носок,35,70c69d918193ed48cdae6a264e7f1a20,B,None,носок,filler,word,filler,25.2,None,5,None,716
мотоцикл,35,70c69d918193ed48cdae6a264e7f1a20,B,кл,мотоцикл,nSSP,word,end,18.4,69.5,8,2,693
центр,35,70c69d918193ed48cdae6a264e7f1a20,B,нтр,центр,nSSP,word,end,265.9,281.5,5,3,458
ансамбль,35,70c69d918193ed48cdae6a264e7f1a20,B,мбль,ансамбль,nSSP,word,end,21.7,21.7,8,3,362
